nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.31,0.19,0.32,0.23,0.31,0.23,0.29,0.26,0.28,0.25,0.33,0.22,0.3,0.25,0.29,0.2,0.32,0.35,0,0,0,0,0.34,0.35,0,0,0,0,0,0,0.32,0.19,0,0,0.32,0.19,0
0.31,0.22,0.31,0.25,0.31,0.25,0.29,0.28,0.27,0.25,0.32,0.23,0.31,0.26,0.29,0.22,0.31,0.35,0,0,0,0,0.32,0.35,0,0,0,0,0,0,0.31,0.2,0,0,0.31,0.2,0
0.29,0.2,0.3,0.23,0.3,0.25,0.29,0.28,0.27,0.25,0.3,0.23,0.28,0.22,0.26,0.22,0.31,0.32,0,0,0,0,0.31,0.32,0,0,0,0,0,0,0.29,0.2,0,0,0.3,0.2,0
0.29,0.22,0.32,0.23,0.31,0.25,0.31,0.28,0.31,0.29,0.32,0.23,0.35,0.26,0.33,0.29,0.33,0.35,0,0,0,0,0.34,0.33,0,0,0,0,0,0,0.29,0.22,0,0,0.3,0.2,0
0.23,0.16,0.22,0.23,0.21,0.22,0.21,0.33,0.26,0.29,0.24,0.23,0.26,0.29,0.28,0.28,0.24,0.45,0,0,0,0,0.27,0.42,0,0,0,0,0.23,0.16,0.24,0.16,0.21,0.16,0,0,0
0.29,0.2,0.31,0.23,0.3,0.25,0.28,0.26,0.27,0.23,0.31,0.23,0.28,0.22,0.26,0.2,0.31,0.35,0,0,0,0,0.32,0.35,0,0,0,0,0,0,0.3,0.2,0,0,0.31,0.2,0
0.32,0.17,0.34,0.2,0.33,0.22,0.32,0.28,0.31,0.26,0.35,0.19,0.37,0.28,0.35,0.33,0.35,0.33,0,0,0,0,0.37,0.32,0,0,0,0,0.32,0.16,0.32,0.16,0,0,0.34,0.15,0
0.3,0.28,0.32,0.26,0.31,0.26,0,0,0,0,0.32,0.25,0.31,0.31,0.29,0.33,0.35,0.33,0,0,0,0,0.36,0.32,0,0,0,0,0,0,0.3,0.26,0,0,0.3,0.25,0
0.25,0.09,0.22,0.19,0.19,0.17,0.2,0.35,0.26,0.25,0.25,0.2,0.31,0.2,0,0,0.24,0.48,0,0,0,0,0.27,0.44,0,0,0,0,0.24,0.07,0,0,0.23,0.07,0,0,0
0.28,0.22,0.28,0.26,0.27,0.26,0.26,0.31,0.27,0.31,0.29,0.25,0.31,0.28,0,0,0.29,0.35,0,0,0,0,0.31,0.33,0,0,0,0,0.27,0.22,0.28,0.2,0.27,0.22,0.29,0.22,0
0.2,0.17,0.19,0.22,0.16,0.22,0.15,0.36,0.18,0.32,0.23,0.22,0.26,0.32,0.26,0.26,0.21,0.49,0,0,0,0,0.25,0.45,0,0,0,0,0.2,0.15,0.21,0.15,0.18,0.15,0.22,0.15,0
0.31,0.26,0.32,0.25,0,0,0,0,0,0,0.32,0.25,0.29,0.29,0.28,0.31,0.35,0.31,0,0,0,0,0.34,0.32,0,0,0,0,0,0,0.31,0.25,0,0,0.31,0.25,0
0.29,0.2,0.3,0.23,0.29,0.25,0.28,0.28,0.27,0.25,0.3,0.23,0.27,0.22,0.25,0.22,0.31,0.33,0,0,0,0,0.32,0.33,0,0,0,0,0,0,0.29,0.2,0,0,0.3,0.2,0
0.31,0.31,0.32,0.29,0.32,0.28,0,0,0,0,0,0,0,0,0,0,0.37,0.32,0,0,0,0,0.37,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24,0.15,0.21,0.2,0.2,0.19,0.2,0.35,0.25,0.25,0.23,0.2,0,0,0,0,0.24,0.49,0,0,0,0,0.28,0.44,0,0,0,0,0.23,0.13,0,0,0.21,0.15,0,0,0
0,0,0.26,0.23,0.24,0.23,0.26,0.16,0.28,0.16,0.27,0.23,0.29,0.23,0,0,0.26,0.38,0.27,0.48,0,0,0.28,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28,0.22,0.31,0.22,0.3,0.23,0.31,0.29,0,0,0.31,0.22,0.35,0.25,0.35,0.35,0.32,0.35,0,0,0,0,0.34,0.33,0,0,0,0,0,0,0.28,0.2,0,0,0.29,0.19,0
0.29,0.22,0.3,0.25,0,0,0,0,0,0,0.31,0.23,0.27,0.22,0.26,0.2,0.31,0.33,0,0,0,0,0.32,0.33,0,0,0,0,0,0,0.29,0.2,0,0,0.3,0.22,0
0.32,0.2,0.33,0.23,0.32,0.25,0,0,0,0,0.34,0.22,0.37,0.26,0.34,0.25,0.33,0.33,0,0,0,0,0.35,0.33,0,0,0,0,0.32,0.19,0.32,0.19,0,0,0.33,0.19,0
0.23,0.15,0.2,0.2,0.18,0.2,0.19,0.36,0.24,0.28,0.23,0.22,0.25,0.23,0.27,0.2,0.24,0.49,0,0,0,0,0.27,0.44,0,0,0,0,0.23,0.13,0,0,0.21,0.15,0,0,0
0.23,0.15,0.22,0.23,0.19,0.23,0.17,0.35,0.23,0.33,0.24,0.23,0.29,0.32,0.25,0.32,0.23,0.48,0,0,0,0,0.27,0.45,0,0,0,0,0.22,0.15,0.23,0.15,0.21,0.16,0.24,0.16,0
0.29,0.19,0.3,0.22,0.29,0.23,0.27,0.2,0.26,0.19,0.31,0.22,0.29,0.19,0,0,0.31,0.33,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0.29,0.17,0,0,0.3,0.19,0
0.31,0.17,0.33,0.2,0.32,0.22,0.32,0.31,0,0,0.35,0.19,0.38,0.23,0.37,0.33,0.35,0.35,0,0,0,0,0.37,0.32,0,0,0,0,0.31,0.17,0.31,0.16,0,0,0.32,0.15,0
0.29,0.2,0.31,0.25,0.3,0.26,0.29,0.31,0.29,0.28,0.31,0.25,0.3,0.23,0.27,0.22,0.31,0.35,0,0,0,0,0.32,0.35,0,0,0,0,0,0,0.29,0.2,0,0,0.31,0.2,0
0.24,0.23,0.23,0.26,0.23,0.26,0.24,0.32,0.26,0.31,0.24,0.26,0.25,0.29,0.26,0.31,0.23,0.38,0.24,0.46,0.24,0.52,0.24,0.38,0.26,0.45,0.26,0.51,0.24,0.23,0,0,0.23,0.23,0,0,0
0.23,0.16,0.21,0.23,0.19,0.22,0.19,0.32,0.27,0.36,0.23,0.23,0.25,0.31,0.29,0.32,0.23,0.46,0,0,0,0,0.26,0.44,0,0,0,0,0.22,0.16,0,0,0.21,0.16,0,0,0
0.29,0.22,0.3,0.23,0.3,0.25,0.29,0.29,0.28,0.26,0.31,0.23,0.27,0.25,0.26,0.23,0.31,0.32,0,0,0,0,0.31,0.32,0,0,0,0,0,0,0.29,0.2,0,0,0.3,0.22,0
0.29,0.22,0.28,0.25,0.27,0.26,0.27,0.31,0.29,0.31,0.3,0.25,0.31,0.28,0.31,0.26,0.29,0.35,0,0,0,0,0.31,0.33,0,0,0,0,0.28,0.22,0.29,0.2,0.27,0.22,0,0,0
0.29,0.2,0.29,0.23,0,0,0,0,0,0,0.3,0.22,0.28,0.22,0.26,0.2,0.31,0.32,0,0,0,0,0.31,0.32,0,0,0,0,0,0,0.29,0.2,0,0,0.29,0.2,0
0.3,0.22,0.32,0.22,0,0,0,0,0,0,0.32,0.22,0.29,0.28,0.28,0.29,0.36,0.32,0,0,0,0,0.35,0.33,0,0,0,0,0,0,0.3,0.2,0,0,0.31,0.19,0
0.26,0.12,0.22,0.2,0.19,0.19,0.19,0.36,0.26,0.25,0.24,0.2,0,0,0,0,0.24,0.49,0,0,0,0,0.27,0.44,0,0,0,0,0.25,0.1,0,0,0,0,0,0,0
0.33,0.22,0.35,0.23,0.34,0.25,0.34,0.31,0,0,0.35,0.23,0.32,0.29,0.29,0.28,0.35,0.36,0,0,0,0,0.35,0.36,0,0,0,0,0.33,0.2,0.33,0.2,0,0,0.34,0.2,0
0.21,0.28,0.24,0.28,0.24,0.26,0,0,0,0,0.23,0.28,0.26,0.33,0.24,0.38,0.27,0.36,0,0,0,0,0.27,0.38,0,0,0,0,0,0,0.21,0.26,0,0,0.22,0.26,0
0.3,0.22,0.32,0.23,0.31,0.23,0.31,0.29,0.31,0.28,0.33,0.22,0,0,0,0,0.32,0.33,0,0,0,0,0.34,0.32,0,0,0,0,0,0,0.3,0.2,0,0,0.31,0.2,0
0.22,0.17,0.21,0.25,0.19,0.25,0.19,0.35,0.23,0.31,0.23,0.25,0,0,0,0,0.22,0.45,0.24,0.57,0,0,0.25,0.42,0,0,0,0,0.21,0.17,0,0,0.2,0.19,0,0,0
0.32,0.17,0.33,0.22,0.32,0.23,0.3,0.26,0.29,0.23,0.34,0.22,0.31,0.22,0.29,0.2,0.33,0.33,0,0,0,0,0.35,0.33,0,0,0,0,0,0,0.32,0.17,0,0,0.33,0.19,0
0.31,0.22,0.32,0.23,0.32,0.25,0.31,0.29,0.31,0.28,0.33,0.22,0.31,0.22,0.29,0.2,0.32,0.33,0,0,0,0,0.34,0.32,0,0,0,0,0,0,0.31,0.2,0,0,0.31,0.2,0
0.27,0.16,0.24,0.2,0.24,0.2,0.25,0.32,0.29,0.25,0,0,0,0,0,0,0.26,0.44,0,0,0,0,0,0,0,0,0,0,0.26,0.15,0,0,0.25,0.15,0,0,0
0.27,0.2,0.25,0.25,0.23,0.25,0.23,0.33,0.26,0.33,0.27,0.25,0.3,0.28,0.32,0.31,0.26,0.41,0,0,0,0,0.28,0.39,0,0,0,0,0.26,0.19,0.27,0.19,0.24,0.2,0,0,0
0.29,0.19,0.26,0.22,0.25,0.2,0.27,0.32,0.32,0.33,0.27,0.22,0.3,0.29,0.32,0.31,0.26,0.42,0,0,0,0,0.27,0.41,0,0,0,0,0.29,0.17,0,0,0.27,0.17,0,0,0
0.24,0.22,0.23,0.25,0.23,0.25,0.2,0.28,0.25,0.28,0.25,0.25,0.27,0.28,0.3,0.28,0.24,0.41,0.27,0.51,0,0,0.26,0.39,0,0,0,0,0.24,0.2,0,0,0.23,0.2,0,0,0
0.31,0.2,0.32,0.25,0,0,0,0,0,0,0.33,0.25,0.31,0.26,0.29,0.22,0.31,0.36,0,0,0,0,0.32,0.36,0,0,0,0,0,0,0.31,0.2,0,0,0.32,0.2,0
0.31,0.2,0.33,0.23,0.32,0.23,0.32,0.29,0,0,0.34,0.22,0.33,0.26,0.3,0.26,0.33,0.33,0,0,0,0,0.35,0.32,0,0,0,0,0,0,0.31,0.2,0,0,0.32,0.19,0
0.34,0.16,0.36,0.17,0.35,0.19,0.37,0.28,0.35,0.28,0.37,0.16,0.4,0.26,0.38,0.32,0.37,0.33,0,0,0,0,0.4,0.33,0,0,0,0,0,0,0.34,0.15,0,0,0.35,0.13,0
0.21,0.17,0.19,0.23,0.18,0.23,0.21,0.35,0.23,0.28,0.2,0.23,0.23,0.31,0.23,0.29,0.23,0.46,0,0,0,0,0.24,0.44,0,0,0,0,0.21,0.17,0,0,0.2,0.17,0,0,0
0,0,0.28,0.23,0.26,0.25,0.26,0.31,0.27,0.33,0.31,0.23,0.32,0.31,0.33,0.38,0.28,0.36,0,0,0,0,0.31,0.35,0,0,0,0,0,0,0,0,0.27,0.2,0.29,0.19,0
0,0,0.2,0.2,0.23,0.2,0.25,0.31,0,0,0.16,0.19,0.1,0.23,0,0,0.24,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.15,0.18,0.13,0
0.29,0.2,0.3,0.23,0.3,0.25,0.28,0.28,0.27,0.25,0.3,0.23,0.26,0.22,0.26,0.2,0.31,0.33,0,0,0,0,0.32,0.33,0,0,0,0,0,0,0.29,0.2,0,0,0.3,0.2,0
0.3,0.2,0.31,0.23,0.3,0.25,0.29,0.26,0.27,0.25,0.31,0.22,0.29,0.22,0.27,0.19,0.31,0.33,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0.3,0.2,0,0,0.31,0.2,0
0.29,0.25,0.32,0.25,0,0,0,0,0,0,0.33,0.25,0.34,0.32,0,0,0.35,0.33,0,0,0,0,0.36,0.33,0,0,0,0,0,0,0.29,0.23,0,0,0.31,0.23,0
0.32,0.16,0.33,0.2,0.32,0.22,0.32,0.29,0.33,0.33,0.35,0.17,0.39,0.2,0.37,0.26,0.35,0.35,0,0,0,0,0.37,0.33,0,0,0,0,0.31,0.16,0.32,0.15,0.31,0.17,0.32,0.15,0
0.25,0.15,0.23,0.2,0.23,0.2,0.27,0.31,0.3,0.23,0.24,0.19,0.27,0.23,0.31,0.19,0.26,0.44,0,0,0,0,0,0,0,0,0,0,0.24,0.13,0,0,0.23,0.15,0,0,0
0.25,0.22,0.24,0.23,0.21,0.23,0.2,0.31,0.21,0.32,0.27,0.25,0.29,0.32,0.32,0.36,0.23,0.41,0.23,0.49,0,0,0.26,0.39,0.26,0.48,0,0,0.24,0.2,0.26,0.2,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.25,0.23,0.25,0.24,0.32,0.27,0.31,0.27,0.25,0.3,0.26,0.32,0.32,0.26,0.41,0,0,0,0,0.28,0.38,0,0,0,0,0.24,0.19,0,0,0.24,0.2,0,0,0
0.34,0.2,0.37,0.22,0.36,0.23,0,0,0,0,0.37,0.22,0.38,0.31,0.36,0.39,0.36,0.39,0,0,0,0,0.38,0.39,0,0,0,0,0,0,0.35,0.19,0,0,0.36,0.17,0
0.31,0.19,0.33,0.22,0.32,0.23,0.33,0.29,0.31,0.28,0.34,0.2,0.35,0.25,0.35,0.31,0.34,0.33,0,0,0,0,0.35,0.32,0,0,0,0,0.31,0.19,0.31,0.17,0,0,0.32,0.17,0
0.26,0.17,0.24,0.23,0.21,0.23,0.2,0.33,0.23,0.33,0.26,0.23,0.3,0.29,0.33,0.32,0.24,0.44,0,0,0,0,0.27,0.41,0,0,0,0,0.26,0.17,0.26,0.16,0.23,0.17,0,0,0
0.32,0.2,0.33,0.23,0.32,0.23,0.32,0.29,0,0,0.34,0.22,0.35,0.28,0.33,0.26,0.33,0.33,0,0,0,0,0.35,0.32,0,0,0,0,0,0,0.32,0.19,0,0,0.32,0.19,0
0.27,0.31,0.26,0.31,0.25,0.29,0.21,0.32,0.24,0.33,0.27,0.33,0,0,0,0,0.21,0.38,0.23,0.48,0.23,0.51,0.23,0.39,0.24,0.44,0.23,0.49,0.27,0.31,0,0,0.27,0.29,0,0,0
0.25,0.2,0.23,0.25,0.23,0.25,0.23,0.32,0.26,0.29,0.24,0.25,0,0,0,0,0.26,0.41,0,0,0,0,0.27,0.38,0,0,0,0,0.25,0.19,0,0,0.24,0.19,0,0,0
0.31,0.19,0.32,0.23,0.3,0.25,0.3,0.31,0,0,0.33,0.22,0.35,0.28,0.32,0.25,0.31,0.35,0,0,0,0,0.34,0.33,0,0,0,0,0.3,0.17,0.31,0.17,0.3,0.19,0.32,0.17,0
0.27,0.16,0.25,0.19,0.24,0.19,0.26,0.31,0.31,0.25,0.26,0.2,0.29,0.23,0.31,0.2,0.26,0.44,0,0,0,0,0.28,0.41,0,0,0,0,0.27,0.15,0,0,0.26,0.15,0,0,0
0.21,0.32,0.23,0.29,0.23,0.28,0,0,0,0,0.23,0.29,0.24,0.35,0.21,0.38,0.28,0.35,0,0,0,0,0.27,0.36,0,0,0,0,0,0,0.21,0.31,0,0,0.21,0.29,0
0.24,0.23,0.24,0.28,0.23,0.28,0.23,0.33,0.24,0.31,0.26,0.26,0.27,0.31,0.29,0.31,0.25,0.38,0.26,0.45,0,0,0.27,0.36,0.28,0.44,0,0,0.24,0.23,0.24,0.22,0.23,0.23,0,0,0
0.27,0.26,0.26,0.28,0.25,0.26,0.23,0.32,0.26,0.33,0.27,0.29,0.27,0.33,0,0,0.23,0.38,0.23,0.46,0.23,0.49,0.24,0.38,0.25,0.45,0,0,0.27,0.25,0.27,0.25,0.27,0.25,0,0,0
0,0,0.17,0.17,0.14,0.16,0.2,0.35,0.25,0.13,0.2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0.16,0.2,0.22,0.18,0.22,0.2,0.36,0.24,0.28,0.23,0.22,0.28,0.22,0,0,0.24,0.48,0,0,0,0,0.26,0.42,0,0,0,0,0.22,0.15,0.23,0.15,0.21,0.15,0,0,0
0.3,0.26,0.32,0.26,0.32,0.25,0.34,0.28,0,0,0.31,0.26,0.29,0.31,0.28,0.31,0.35,0.31,0,0,0,0,0.34,0.32,0,0,0,0,0,0,0.3,0.26,0,0,0.31,0.25,0
0.3,0.28,0.32,0.26,0,0,0,0,0,0,0.32,0.25,0.35,0.29,0.33,0.33,0.35,0.33,0,0,0,0,0.36,0.32,0,0,0,0,0,0,0.3,0.26,0,0,0.3,0.25,0
0,0,0,0,0,0,0,0,0,0,0.36,0.19,0.37,0.28,0.34,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.17,0,0,0.35,0.17,0
0.29,0.26,0.26,0.26,0.25,0.26,0.24,0.32,0.26,0.33,0.27,0.28,0.26,0.33,0,0,0.24,0.38,0.25,0.48,0,0,0.25,0.38,0.26,0.46,0,0,0.29,0.25,0,0,0.27,0.23,0,0,0
0.29,0.17,0.26,0.19,0.24,0.16,0.28,0.33,0.32,0.41,0.27,0.2,0.29,0.29,0.33,0.31,0.24,0.46,0,0,0,0,0,0,0,0,0,0,0.29,0.16,0,0,0.28,0.15,0,0,0
0.32,0.19,0.33,0.22,0.32,0.23,0.29,0.26,0.29,0.22,0.35,0.2,0.37,0.23,0.35,0.16,0.33,0.33,0,0,0,0,0.35,0.32,0,0,0,0,0,0,0.32,0.17,0,0,0.33,0.17,0
0.29,0.19,0.31,0.23,0,0,0,0,0,0,0.31,0.22,0.28,0.23,0.26,0.2,0.31,0.33,0,0,0,0,0.32,0.33,0,0,0,0,0,0,0.3,0.19,0,0,0.31,0.2,0
0.26,0.2,0.26,0.23,0.24,0.25,0.27,0.31,0.29,0.25,0.26,0.23,0.28,0.23,0.29,0.19,0.27,0.38,0,0,0,0,0.29,0.36,0,0,0,0,0.26,0.19,0.26,0.19,0.24,0.2,0,0,0
0.31,0.17,0.33,0.22,0.31,0.23,0,0,0,0,0.34,0.2,0.37,0.25,0.34,0.2,0.34,0.35,0,0,0,0,0.36,0.33,0,0,0,0,0,0,0.31,0.17,0,0,0.32,0.16,0
0,0,0.24,0.26,0.24,0.26,0.25,0.33,0.27,0.32,0.24,0.25,0,0,0,0,0.25,0.39,0.27,0.48,0,0,0.26,0.38,0,0,0,0,0.26,0.22,0,0,0.25,0.22,0,0,0
0.26,0.25,0.26,0.26,0.24,0.25,0.23,0.32,0.26,0.32,0.26,0.28,0.28,0.32,0.29,0.35,0.23,0.39,0.24,0.51,0,0,0.24,0.39,0.26,0.48,0,0,0.26,0.25,0.26,0.25,0.26,0.23,0.27,0.25,0
0.31,0.22,0.32,0.23,0.31,0.25,0.32,0.29,0.31,0.28,0.33,0.22,0.35,0.23,0.37,0.26,0.33,0.33,0,0,0,0,0.34,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0.19,0
0.25,0.12,0.23,0.19,0.21,0.17,0.18,0.33,0.25,0.28,0.26,0.2,0.31,0.25,0,0,0.25,0.49,0,0,0,0,0,0,0,0,0,0,0.24,0.12,0,0,0.23,0.12,0,0,0
0.29,0.17,0.3,0.23,0.28,0.23,0.27,0.31,0,0,0.32,0.23,0.32,0.32,0.32,0.38,0.29,0.36,0,0,0,0,0.31,0.36,0,0,0,0,0.29,0.17,0.29,0.17,0.28,0.19,0.31,0.17,0
0.26,0.2,0.25,0.23,0.24,0.23,0.24,0.31,0.27,0.25,0.26,0.25,0,0,0,0,0.26,0.41,0,0,0,0,0.27,0.38,0,0,0,0,0.26,0.19,0,0,0.25,0.19,0,0,0
0.26,0.2,0.24,0.23,0.24,0.23,0.24,0.32,0.27,0.26,0.26,0.25,0.28,0.26,0.29,0.22,0.26,0.39,0,0,0,0,0.27,0.38,0,0,0,0,0.26,0.19,0,0,0.25,0.19,0,0,0
0.29,0.19,0.31,0.23,0.3,0.25,0.3,0.31,0,0,0.32,0.2,0.34,0.28,0.34,0.33,0.32,0.35,0,0,0,0,0.34,0.33,0,0,0,0,0,0,0.29,0.17,0,0,0.31,0.17,0
0.27,0.29,0.29,0.28,0,0,0,0,0,0,0.29,0.28,0.26,0.31,0.24,0.32,0.34,0.33,0,0,0,0,0.33,0.35,0,0,0,0,0,0,0.27,0.28,0,0,0.27,0.28,0
0,0,0.22,0.28,0.23,0.29,0.24,0.38,0.24,0.41,0.2,0.26,0.15,0.23,0.15,0.22,0.22,0.44,0,0,0,0,0.2,0.42,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0
0.26,0.28,0.26,0.31,0.24,0.31,0.24,0.33,0.26,0.32,0.27,0.31,0.29,0.31,0.31,0.29,0.25,0.38,0,0,0,0,0.27,0.36,0,0,0,0,0.26,0.28,0,0,0.25,0.28,0,0,0
0.23,0.26,0.2,0.28,0.18,0.28,0.17,0.36,0.21,0.35,0.21,0.28,0.22,0.31,0.24,0.31,0.19,0.44,0,0,0,0,0.21,0.42,0,0,0,0,0.23,0.25,0.23,0.25,0.21,0.23,0,0,0
0.19,0.23,0.21,0.29,0.2,0.29,0.19,0.36,0.17,0.35,0.23,0.29,0.21,0.36,0.17,0.35,0.19,0.44,0,0,0,0,0.21,0.45,0,0,0,0,0,0,0.2,0.23,0,0,0.21,0.23,0
0.26,0.29,0.26,0.31,0.25,0.31,0.24,0.35,0.24,0.36,0.27,0.31,0.27,0.35,0,0,0.25,0.38,0,0,0,0,0.27,0.38,0,0,0,0,0,0,0.27,0.29,0.26,0.29,0.27,0.29,0
0.26,0.29,0.26,0.31,0.25,0.31,0.24,0.33,0,0,0.27,0.31,0.28,0.33,0.27,0.33,0.26,0.36,0,0,0,0,0.27,0.36,0,0,0,0,0.25,0.28,0.26,0.28,0,0,0.26,0.28,0
0.26,0.29,0.27,0.31,0.27,0.31,0.25,0.31,0,0,0.28,0.31,0.28,0.33,0.26,0.32,0.26,0.36,0,0,0,0,0.27,0.36,0,0,0,0,0,0,0.26,0.28,0,0,0.27,0.28,0
0.26,0.29,0.27,0.31,0.26,0.31,0.26,0.33,0.24,0.33,0.27,0.31,0.29,0.33,0.27,0.35,0.26,0.38,0,0,0,0,0.28,0.36,0,0,0,0,0,0,0.26,0.28,0,0,0.27,0.28,0
0.24,0.26,0.21,0.26,0.2,0.25,0.23,0.31,0.26,0.33,0.22,0.28,0.23,0.35,0.24,0.35,0.2,0.42,0,0,0,0,0.22,0.42,0,0,0,0,0.24,0.25,0,0,0.23,0.23,0,0,0
0.18,0.25,0.18,0.29,0.17,0.29,0.16,0.36,0.15,0.42,0.2,0.28,0,0,0,0,0.18,0.44,0,0,0,0,0.21,0.44,0,0,0,0,0.18,0.23,0.19,0.23,0.17,0.25,0.2,0.23,0
0.25,0.28,0.23,0.31,0.22,0.31,0.21,0.35,0.22,0.35,0.24,0.31,0.25,0.33,0,0,0.23,0.39,0.24,0.45,0,0,0.24,0.39,0.24,0.45,0,0,0.24,0.28,0,0,0.24,0.28,0,0,0
0,0,0.17,0.31,0.18,0.31,0.18,0.32,0,0,0,0,0,0,0,0,0.18,0.35,0,0,0,0,0.17,0.35,0,0,0,0,0,0,0,0,0.18,0.29,0,0,0
0.21,0.23,0.23,0.29,0.22,0.29,0,0,0,0,0.24,0.28,0.26,0.28,0.2,0.28,0.21,0.41,0,0,0,0,0.22,0.42,0,0,0,0,0,0,0.21,0.22,0,0,0.23,0.23,0
0.24,0.23,0.21,0.29,0.18,0.29,0.19,0.38,0.24,0.41,0.24,0.28,0.27,0.31,0.29,0.31,0.2,0.46,0,0,0,0,0.23,0.45,0,0,0,0,0.24,0.22,0.24,0.22,0.22,0.22,0,0,0
0.24,0.29,0.25,0.31,0.24,0.31,0.24,0.33,0.23,0.35,0.26,0.31,0.27,0.35,0.26,0.36,0.24,0.38,0,0,0,0,0.26,0.38,0,0,0,0,0.24,0.28,0.24,0.28,0,0,0.25,0.28,0
0.31,0.26,0.34,0.29,0.33,0.29,0.33,0.33,0,0,0.34,0.28,0.34,0.33,0.31,0.33,0.34,0.39,0,0,0,0,0.35,0.39,0,0,0,0,0,0,0.31,0.26,0,0,0.32,0.25,0
0.27,0.28,0.26,0.31,0.25,0.31,0.23,0.32,0.23,0.31,0.27,0.31,0,0,0,0,0.26,0.39,0,0,0,0,0,0,0,0,0,0,0.26,0.28,0,0,0.26,0.28,0,0,0
0.22,0.25,0.18,0.29,0.17,0.28,0.13,0.35,0.17,0.39,0.2,0.29,0.2,0.35,0.23,0.36,0.17,0.45,0,0,0,0,0.2,0.45,0,0,0,0,0.22,0.23,0,0,0.2,0.22,0,0,0
0.28,0.29,0.27,0.31,0.26,0.31,0.26,0.33,0.27,0.33,0,0,0,0,0,0,0.26,0.36,0,0,0,0,0.26,0.36,0,0,0,0,0.28,0.29,0,0,0.27,0.28,0,0,0
0.29,0.28,0.31,0.29,0.3,0.31,0.29,0.33,0,0,0.32,0.29,0.31,0.32,0.28,0.33,0.3,0.39,0,0,0,0,0.32,0.39,0,0,0,0,0.29,0.26,0.3,0.26,0,0,0.31,0.26,0
0.2,0.22,0.22,0.26,0.21,0.28,0.2,0.33,0.18,0.32,0.23,0.26,0.18,0.23,0.18,0.17,0.2,0.45,0,0,0,0,0.21,0.45,0,0,0,0,0,0,0.21,0.2,0,0,0.22,0.22,0
0.27,0.29,0.26,0.31,0.25,0.31,0.24,0.33,0.23,0.33,0.27,0.31,0.27,0.33,0,0,0.26,0.39,0,0,0,0,0.27,0.38,0,0,0,0,0.27,0.28,0,0,0.26,0.28,0,0,0
0.26,0.29,0.24,0.29,0.24,0.29,0.27,0.32,0.28,0.32,0.23,0.29,0,0,0,0,0.22,0.42,0.27,0.39,0,0,0.21,0.41,0,0,0,0,0.26,0.28,0,0,0.25,0.28,0,0,0
0,0,0.24,0.31,0.24,0.31,0.24,0.32,0,0,0.23,0.29,0.21,0.32,0.21,0.33,0.24,0.36,0.23,0.41,0.24,0.42,0.23,0.36,0.23,0.41,0.23,0.44,0,0,0,0,0.24,0.29,0.24,0.28,0
0.24,0.26,0.22,0.29,0.21,0.28,0.22,0.32,0.26,0.29,0.23,0.29,0.24,0.36,0,0,0.21,0.42,0,0,0,0,0.23,0.41,0,0,0,0,0.24,0.25,0,0,0.23,0.25,0,0,0
0.28,0.29,0.27,0.31,0.26,0.31,0.26,0.33,0.27,0.35,0,0,0,0,0,0,0.26,0.36,0,0,0,0,0.26,0.36,0,0,0,0,0.28,0.29,0,0,0.27,0.28,0,0,0
0,0,0.37,0.26,0.38,0.26,0,0,0,0,0.34,0.26,0.33,0.2,0.33,0.17,0.38,0.41,0,0,0,0,0.35,0.41,0,0,0,0,0,0,0,0,0.37,0.2,0.35,0.22,0
0.21,0.25,0.23,0.28,0.22,0.29,0.21,0.35,0.2,0.33,0.24,0.28,0.22,0.23,0.2,0.19,0.21,0.42,0,0,0,0,0.23,0.42,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0
0.24,0.26,0.21,0.29,0.2,0.29,0.18,0.35,0.21,0.33,0.22,0.29,0.23,0.29,0.24,0.31,0.2,0.42,0,0,0,0,0.22,0.42,0,0,0,0,0.23,0.26,0,0,0.23,0.25,0,0,0
0.21,0.22,0.18,0.29,0.17,0.29,0.15,0.42,0,0,0.21,0.28,0.23,0.23,0.25,0.2,0.19,0.49,0,0,0,0,0.22,0.48,0,0,0,0,0.2,0.2,0.21,0.2,0.18,0.22,0,0,0
